date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:36:26	249342/249342	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:34:43%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-187.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-187.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:26	32585/32585	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:19%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-190.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-190.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:27	237906/237906	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:34:45%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-190.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-190.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:27	33023/33023	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:21%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-191.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-191.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:28	238104/238104	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:34:47%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-191.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-191.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:29	250762/250762	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:34:49%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-192.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-192.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:30	32942/32942	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:22%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-192.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-192.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:31	30865/30865	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:23%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-194.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-194.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:34	32876/32876	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:24%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-197.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-197.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:35	260776/260776	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:34:51%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-194.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-194.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:38	41475/41475	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:26%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-198.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-198.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:39	35673/35673	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:27%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-202.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-202.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:40	354879/354879	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:34:54%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-198.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-198.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:40	225374/225374	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:01%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-202.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-202.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:41	36628/36628	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:29%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-209.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-209.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:43	279314/279314	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:34:52%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-197.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-197.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:44	23444/23444	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:30%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-212.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-212.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:46	14847/14847	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:31%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-215.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-215.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:47	330611/330611	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:03%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-209.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-209.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:50	120462/120462	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:07%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-215.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-215.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:50	40598/40598	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:32%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-218.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-218.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:51	197169/197169	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:05%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-212.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-212.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:52	325355/325355	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:09%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-218.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-218.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:52	37683/37683	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:33%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-219.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-219.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:56	323637/323637	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:11%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-219.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-219.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:36:58	33296/33296	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:35%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-227.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-227.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:00	38336/38336	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:36%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-232.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-232.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:01	277518/277518	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:12%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-227.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-227.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:02	35461/35461	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:37%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-247.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-247.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:03	37107/37107	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:38%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-250.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-250.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:03	347189/347189	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:14%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-232.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-232.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:04	27073/27073	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:40%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-254.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-254.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:05	253517/253517	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:29%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-247.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-247.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:05	35800/35800	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:41%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-256.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-256.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:06	316300/316300	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:31%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-250.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-250.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:06	195753/195753	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:32%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-254.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-254.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:07	276229/276229	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:35%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-256.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-256.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:07	34671/34671	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:42%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-257.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-257.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:09	250636/250636	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:37%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-257.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-257.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:09	29453/29453	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:55:44%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-258.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/thumbs/thumbs_moken-258.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:10	2693/2693	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2015:03:30%20GMT	https://rossfairgrieve.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/ajax/static/ajax.min.js?ver=3.0.7	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/ajax/static/ajax.min8571.js	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:10	227494/227494	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Mar%202014%2012:35:39%20GMT	https://rossfairgrieve.com/wp-content/gallery/moken-2/moken-258.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/moken-2/moken-258.jpg	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:11	630/630	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2015:03:30%20GMT	https://rossfairgrieve.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/nextgen_basic_gallery/static/thumbnails/nextgen_basic_thumbnails.min.js?ver=3.0.7	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/nextgen_basic_gallery/static/thumbnails/nextgen_basic_thumbnails.min8571.js	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:11	78880/78880	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2015:03:30%20GMT	https://rossfairgrieve.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/nextgen_gallery_display/static/common.min.js?ver=3.0.7	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/nextgen_gallery_display/static/common.min8571.js	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:11	580/580	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2015:03:30%20GMT	https://rossfairgrieve.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/lightbox/static/lightbox_context.min.js?ver=3.0.7	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/lightbox/static/lightbox_context.min8571.js	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:13	7238/7238	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2015:03:30%20GMT	https://rossfairgrieve.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/lightbox/static/shutter/shutter.min.js?ver=3.0.7	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/lightbox/static/shutter/shutter.min8571.js	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:14	347/347	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2015:03:30%20GMT	https://rossfairgrieve.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/lightbox/static/shutter/nextgen_shutter.min.js?ver=3.0.7	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/lightbox/static/shutter/nextgen_shutter.min8571.js	(from https://rossfairgrieve.com/preview-of-moken-documentary/)
10:37:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Oct%202018%2009:37:16%20GMT	http://rossfairgrieve.com/?wordfence_lh=1&hid=06F83E5517079249BD9C3C8892629285	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/index073e.html	(from https://rossfairgrieve.com/2014/03/)
10:37:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Oct%202018%2009:37:17%20GMT	https://rossfairgrieve.com/?p=1158	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/index2f10-2.html	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:18	1588/1588	---MC-	200	added ('OK')	application/rss+xml	etag:%222e6ca9594ee7467dc3c30a804dbaf2c5%22	https://rossfairgrieve.com/training-with-ttye/feed/	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/training-with-ttye/feed/index.html	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:18	2422/2422	---MC-	200	added ('OK')	application/json	date:Mon,%2015%20Oct%202018%2009:37:17%20GMT	https://rossfairgrieve.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frossfairgrieve.com%2Ftraining-with-ttye%2F	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-json/oembed/1.0/embed4c26.json	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:20	2543/2543	---MCZ	200	added ('OK')	text/xml	date:Mon,%2015%20Oct%202018%2009:37:20%20GMT	https://rossfairgrieve.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frossfairgrieve.com%2Ftraining-with-ttye%2F&format=xml	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-json/oembed/1.0/embedd1be	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Oct%202018%2009:37:22%20GMT	http://rossfairgrieve.com/?wordfence_lh=1&hid=F6CF045A5E6FABEE1866E724CF8353EF	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/index3769.html	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:25	82626/82626	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202014%2017:20:45%20GMT	https://rossfairgrieve.com/wp-content/uploads/2014/03/Michael-Darren-TTYE-28.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/uploads/2014/03/Michael-Darren-TTYE-28.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:25	247443/247443	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202014%2017:34:39%20GMT	https://rossfairgrieve.com/wp-content/uploads/2014/03/Michael-Darren-TTYE-32.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/uploads/2014/03/Michael-Darren-TTYE-32.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:26	47729/47729	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202014%2016:54:33%20GMT	https://rossfairgrieve.com/wp-content/gallery/train-to-your-environment/thumbs/thumbs_michael-darren-ttye-1.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/train-to-your-environment/thumbs/thumbs_michael-darren-ttye-1.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:26	20271/20271	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Aug%202015%2016:51:02%20GMT	https://rossfairgrieve.com/wp-content/gallery/train-to-your-environment/dynamic/michael-darren-ttye-1.jpg-nggid03225-ngg0dyn-150x110x100-00f0w010c011r110f110r010t010.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/train-to-your-environment/dynamic/michael-darren-ttye-1.jpg-nggid03225-ngg0dyn-150x110x100-00f0w010c011r110f110r010t010.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:28	43741/43741	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202014%2016:54:44%20GMT	https://rossfairgrieve.com/wp-content/gallery/train-to-your-environment/thumbs/thumbs_michael-darren-ttye-5.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/train-to-your-environment/thumbs/thumbs_michael-darren-ttye-5.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:29	313646/313646	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202014%2016:54:44%20GMT	https://rossfairgrieve.com/wp-content/gallery/train-to-your-environment/michael-darren-ttye-5.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/train-to-your-environment/michael-darren-ttye-5.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:29	369589/369589	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202014%2016:54:33%20GMT	https://rossfairgrieve.com/wp-content/gallery/train-to-your-environment/michael-darren-ttye-1.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/train-to-your-environment/michael-darren-ttye-1.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:30	51035/51035	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202014%2016:54:37%20GMT	https://rossfairgrieve.com/wp-content/gallery/train-to-your-environment/thumbs/thumbs_michael-darren-ttye-2.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/train-to-your-environment/thumbs/thumbs_michael-darren-ttye-2.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:30	21869/21869	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Aug%202015%2016:51:02%20GMT	https://rossfairgrieve.com/wp-content/gallery/train-to-your-environment/dynamic/michael-darren-ttye-2.jpg-nggid03226-ngg0dyn-150x110x100-00f0w010c011r110f110r010t010.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/train-to-your-environment/dynamic/michael-darren-ttye-2.jpg-nggid03226-ngg0dyn-150x110x100-00f0w010c011r110f110r010t010.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:32	458273/458273	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202014%2016:54:37%20GMT	https://rossfairgrieve.com/wp-content/gallery/train-to-your-environment/michael-darren-ttye-2.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/train-to-your-environment/michael-darren-ttye-2.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:32	37078/37078	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202014%2016:54:39%20GMT	https://rossfairgrieve.com/wp-content/gallery/train-to-your-environment/thumbs/thumbs_michael-darren-ttye-3.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/train-to-your-environment/thumbs/thumbs_michael-darren-ttye-3.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:32	163341/163341	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202014%2016:54:39%20GMT	https://rossfairgrieve.com/wp-content/gallery/train-to-your-environment/michael-darren-ttye-3.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/train-to-your-environment/michael-darren-ttye-3.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:32	18048/18048	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Aug%202015%2016:51:02%20GMT	https://rossfairgrieve.com/wp-content/gallery/train-to-your-environment/dynamic/michael-darren-ttye-3.jpg-nggid03227-ngg0dyn-150x110x100-00f0w010c011r110f110r010t010.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/train-to-your-environment/dynamic/michael-darren-ttye-3.jpg-nggid03227-ngg0dyn-150x110x100-00f0w010c011r110f110r010t010.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:36	176533/176533	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Mar%202014%2016:54:47%20GMT	https://rossfairgrieve.com/wp-content/gallery/train-to-your-environment/michael-darren-ttye-7.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/train-to-your-environment/michael-darren-ttye-7.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
10:37:36	12566/12566	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Aug%202015%2016:51:02%20GMT	https://rossfairgrieve.com/wp-content/gallery/train-to-your-environment/dynamic/michael-darren-ttye-7.jpg-nggid03231-ngg0dyn-150x110x100-00f0w010c011r110f110r010t010.jpg	C:/My%20Web%20Sites/camerasite/rossfairgrieve.com/wp-content/gallery/train-to-your-environment/dynamic/michael-darren-ttye-7.jpg-nggid03231-ngg0dyn-150x110x100-00f0w010c011r110f110r010t010.jpg	(from https://rossfairgrieve.com/training-with-ttye/)
